Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,12.96642322,8.872809084,—,100,86.34866503,58.37528025
T-Wolves,West,7.374833003,6.740093759,—,100,28.23374864,12.1579439
Thunder,West,7.244642672,5.983195977,—,100,—,—
Nuggets,West,4.516810293,5.664024348,—,100,38.53783074,15.81966676
Mavericks,West,5.131361492,2.418102518,—,100,33.22831268,9.907764167
Heat,East,1.366515216,2.321882298,—,100,—,—
76ers,East,-0.939775006,2.279912498,—,100,—,—
Lakers,West,2.116713205,2.227273951,100,100,—,—
Pelicans,West,4.095899187,2.105749094,—,100,—,—
Suns,West,5.060794683,1.605696397,—,100,—,—
Warriors,West,2.549752302,1.52807276,—,—,—,—
Knicks,East,2.54743579,1.304004333,—,100,7.96073315,2.538906188
Bucks,East,1.616433757,1.29835891,—,100,—,—
Pacers,East,3.543046833,0.934666452,—,100,5.690488767,1.200417493
Magic,East,2.114274806,0.736830358,—,100,—,—
Cavaliers,East,1.575108907,0.713436373,—,100,—,—
Kings,West,3.08697981,0.65152023,—,—,—,—
Clippers,West,1.006323081,0.518263522,—,100,—,—
Bulls,East,-0.716203105,-0.435705042,—,—,—,—
Rockets,West,0.012438631,-1.855795709,—,—,—,—
Hawks,East,-3.854579275,-2.403654994,—,—,—,—
Nets,East,-3.951670197,-3.944799286,—,—,—,—
Raptors,East,-9.272597301,-4.949949948,—,—,—,—
Grizzlies,West,-8.515957868,-5.462156146,—,—,—,—
Jazz,West,-6.205351716,-5.502553368,—,—,—,—
Spurs,West,-2.839906054,-7.268249923,—,—,—,—
Wizards,East,-8.360608467,-8.091189858,—,—,—,—
Pistons,East,-7.634120227,-9.112903556,—,—,—,—
Hornets,East,-10.62227386,-9.193375355,—,—,—,—
Blazers,West,-9.496797528,-10.16568375,—,—,—,—
